gender,sleep_hours,doom_scrolling_time,productive_screen_time,study_hours,medical_issue,drug_addiction,math_score,physics_score,chemistry_score,biology_score,english_score,performance
male,6.0,5.4,4.9,5.7,no,no,40,97,76,57,77,Decent
female,8.0,1.8,3.2,1.9,no,no,73,64,6,100,86,Decent
male,7.6,3.8,3.3,6.4,no,no,100,56,99,64,89,Good
female,7.7,4.7,2.5,1.6,no,no,45,4,0,87,55,Just Pass
female,6.2,1.2,5.5,3.9,no,no,57,73,100,20,67,Decent
female,3.8,2.1,2.2,2.4,no,no,92,39,33,11,77,Decent
male,8.6,1.0,5.7,2.4,no,no,100,61,82,100,83,Good
male,6.3,1.4,4.4,1.8,no,no,14,71,86,20,65,Decent
female,5.7,0.4,3.9,4.4,no,no,100,81,46,91,83,Nice
male,8.0,1.2,2.7,4.7,no,no,23,100,50,59,31,Decent
male,6.4,5.8,1.3,2.9,no,no,29,61,46,36,0,Just Pass
male,8.6,1.2,2.7,0.3,no,no,77,34,59,66,94,Decent
male,7.9,3.3,3.3,3.8,no,no,85,40,37,80,100,Decent
male,8.0,2.0,0.0,3.8,no,no,78,53,100,99,84,Good
male,5.0,5.4,3.6,2.6,no,no,2,24,72,24,36,Worst
female,8.8,5.6,5.8,6.7,no,no,27,51,41,83,29,Just Pass
female,7.4,4.7,5.1,0.0,no,no,88,79,59,29,30,Decent
male,6.4,3.6,3.0,0.0,no,no,3,80,38,66,67,Decent
female,7.2,2.5,4.1,1.5,no,no,11,66,90,18,37,Just Pass
female,4.3,0.6,2.9,4.4,no,no,96,71,45,58,92,Nice
female,7.6,6.9,4.3,0.9,no,no,55,33,9,9,58,Worst
female,5.5,1.5,7.1,1.0,no,no,44,72,13,42,71,Just Pass
male,5.0,4.3,5.9,4.9,no,no,28,92,100,83,100,Nice
female,4.7,5.1,5.0,3.9,no,no,93,78,40,28,94,Decent
female,8.7,1.9,3.0,3.8,no,no,100,14,33,79,82,Decent
male,6.1,5.1,5.5,4.6,no,no,13,82,58,58,28,Just Pass
male,9.3,4.5,0.6,2.1,no,no,50,66,24,4,88,Just Pass
female,6.2,6.5,3.5,2.2,no,no,21,4,18,33,17,Worst
female,4.4,2.1,5.2,4.6,no,no,96,28,74,99,50,Decent
female,5.3,0.4,5.5,0.3,no,no,42,86,15,100,90,Decent
female,8.9,2.0,5.3,0.0,no,no,73,57,52,38,22,Just Pass
female,6.8,3.4,4.6,2.1,no,no,57,86,42,9,67,Decent
female,6.2,3.1,3.6,4.9,no,no,66,30,65,25,57,Just Pass
male,7.2,2.2,5.1,3.5,no,no,97,15,44,90,74,Decent
female,7.8,0.0,2.1,4.7,no,no,64,33,74,82,100,Decent
female,8.7,3.9,2.3,0.0,no,no,77,38,1,21,73,Just Pass
male,9.2,6.9,4.1,3.6,no,yes,10,26,11,13,3,Worst
male,6.5,3.9,4.3,4.3,no,no,26,94,32,90,14,Decent
male,5.0,4.2,0.3,0.3,no,no,35,61,33,31,86,Just Pass
male,6.4,4.1,4.9,4.7,no,no,60,100,50,86,69,Nice
female,7.4,3.8,5.5,2.8,no,no,54,14,70,36,24,Just Pass
female,5.6,4.9,3.8,9.1,no,no,100,33,82,92,82,Nice
female,5.6,3.8,8.7,0.0,yes,no,44,0,29,34,0,Worst
female,7.5,2.4,2.6,5.7,no,no,100,68,33,69,33,Decent
female,6.9,1.4,3.3,2.2,no,no,59,34,66,67,71,Decent
female,7.0,2.5,3.2,0.0,yes,no,5,51,79,28,23,Just Pass
male,5.9,3.6,3.8,1.9,no,no,14,15,20,48,34,Worst
female,6.7,2.4,3.3,3.6,no,no,95,19,15,35,74,Just Pass
male,5.6,3.6,1.2,5.1,no,no,13,54,34,100,94,Decent
male,8.3,3.9,2.9,6.4,no,no,24,50,54,100,80,Decent
female,8.6,4.7,3.8,5.8,no,no,17,93,41,63,57,Decent
male,4.2,5.6,6.5,1.1,no,no,37,78,78,0,60,Decent
female,5.6,3.2,8.4,5.3,no,no,73,31,69,36,89,Decent
male,4.8,0.4,6.7,3.8,no,no,20,100,43,100,96,Nice
female,6.0,2.3,2.4,1.7,no,no,53,58,97,95,32,Decent
male,6.9,3.1,2.6,2.6,no,no,42,53,15,19,14,Worst
female,4.8,0.0,3.7,1.6,no,no,86,18,21,82,77,Decent
female,5.6,5.8,7.6,3.1,no,no,88,79,30,68,18,Decent
female,5.5,3.3,3.7,1.5,no,no,69,6,8,31,47,Worst
female,7.3,3.8,1.3,0.9,no,no,42,22,70,38,18,Just Pass
female,7.1,5.7,3.0,4.0,no,no,23,11,33,69,35,Just Pass
male,5.9,1.7,5.5,4.3,no,no,100,69,88,26,63,Decent
male,7.3,4.1,5.4,2.6,no,no,39,69,81,23,94,Decent
male,6.2,2.8,3.6,5.7,no,no,50,100,38,18,83,Decent
female,6.6,2.6,5.4,2.5,no,no,100,82,60,99,26,Nice
male,9.5,1.5,0.0,2.4,no,no,100,99,54,60,90,Nice
female,9.0,6.3,4.2,4.3,no,no,92,79,90,55,53,Nice
female,5.1,2.2,5.7,2.7,no,no,100,40,13,81,31,Decent
male,8.2,4.4,2.3,3.2,no,no,88,56,33,100,54,Decent
male,8.2,0.0,2.3,0.0,no,no,73,48,91,20,22,Decent
female,5.3,5.4,0.3,3.0,no,no,24,51,18,8,31,Worst
male,8.2,5.1,7.2,0.0,no,no,93,55,11,27,78,Decent
female,9.3,3.2,2.6,0.6,no,no,84,67,54,87,62,Decent
female,5.3,2.5,4.5,0.3,no,no,25,9,31,42,48,Worst
female,5.6,3.8,5.2,0.9,no,no,49,75,47,80,23,Decent
female,8.5,7.6,7.0,1.9,yes,no,0,0,64,2,10,Worst
female,7.4,0.0,3.7,2.0,no,no,100,13,63,60,100,Decent
male,7.8,4.6,2.9,4.3,no,no,62,56,56,17,39,Just Pass
male,7.5,1.2,4.3,3.4,no,no,37,71,40,54,74,Decent
female,7.6,3.0,6.6,0.0,no,no,31,5,81,28,51,Just Pass
female,5.0,2.5,3.7,3.2,no,no,100,59,81,62,10,Decent
male,8.6,2.1,2.1,3.6,no,no,69,61,31,86,100,Decent
male,8.8,3.0,0.9,2.3,no,no,42,5,32,93,8,Just Pass
female,6.7,0.7,1.6,2.9,yes,no,43,65,72,22,59,Decent
male,6.9,5.1,5.7,3.4,no,no,15,27,41,80,87,Decent
female,4.7,0.0,3.4,4.5,no,no,24,96,57,100,91,Nice
male,7.8,4.1,2.8,0.0,no,no,52,24,29,5,73,Just Pass
female,7.9,2.3,2.6,2.5,no,no,56,52,21,63,78,Decent
male,6.9,0.7,4.2,6.0,no,no,57,100,56,83,66,Nice
female,8.7,3.4,3.5,5.8,no,no,70,94,94,41,100,Nice
male,6.5,0.0,3.5,4.7,no,no,26,97,68,21,100,Decent
male,7.8,3.1,6.7,4.1,no,no,100,30,59,39,57,Decent
female,5.5,0.2,7.1,6.3,no,no,58,33,44,87,77,Decent
male,7.0,3.9,0.8,6.8,no,no,18,71,28,30,59,Just Pass
female,6.7,1.2,4.7,2.7,no,yes,3,28,0,15,14,Worst
male,7.3,2.1,2.4,1.1,no,no,10,91,2,71,12,Just Pass
female,6.4,3.6,3.5,2.5,no,no,20,37,51,42,29,Just Pass
male,6.8,1.5,4.6,9.2,no,no,71,71,70,36,100,Decent
female,8.2,2.9,3.6,0.0,no,no,71,50,25,37,52,Just Pass
male,6.3,0.0,4.5,2.1,yes,no,25,77,97,97,83,Nice
female,4.6,4.3,5.3,0.2,no,no,39,22,35,22,70,Just Pass
male,9.6,6.5,4.6,3.2,no,no,92,94,78,26,34,Decent
female,9.1,8.6,2.7,0.6,no,no,13,37,5,0,2,Worst
female,5.1,3.2,2.7,2.8,no,no,83,88,28,31,60,Decent
female,8.0,4.6,1.1,0.0,no,no,5,42,46,47,83,Just Pass
male,6.2,0.0,2.3,4.2,no,no,33,93,16,100,99,Decent
female,7.4,6.0,7.9,5.4,no,no,58,18,14,73,89,Decent
male,7.4,4.6,2.4,2.2,no,no,21,77,12,38,74,Just Pass
female,6.6,2.0,1.6,2.7,no,no,95,57,27,43,57,Decent
male,5.8,5.5,4.6,2.7,no,no,6,45,53,3,17,Worst
female,6.0,2.5,3.8,3.4,no,no,68,20,77,9,37,Just Pass
male,5.6,2.1,3.6,2.9,no,no,68,82,39,87,65,Decent
male,5.8,4.0,6.8,4.5,no,no,19,26,36,62,44,Just Pass
female,6.9,0.9,5.1,5.5,no,no,94,40,100,24,99,Nice
male,5.9,5.0,2.9,1.4,no,no,42,8,12,24,33,Worst
male,8.0,0.9,3.2,2.4,no,no,81,9,76,44,20,Just Pass
female,9.2,0.9,3.0,4.8,no,no,98,82,100,94,94,Excellent
male,6.1,1.2,5.7,0.2,no,no,38,33,29,49,75,Just Pass
male,7.4,4.5,3.4,0.0,no,no,41,7,1,71,18,Worst
male,7.7,1.8,0.4,3.5,no,no,32,37,100,69,100,Decent
female,7.7,0.3,3.9,4.0,no,no,37,66,44,20,57,Just Pass
male,7.1,1.8,0.9,1.6,no,no,1,51,28,97,69,Just Pass
female,8.1,2.9,8.4,1.8,no,no,100,46,58,28,100,Decent
male,7.7,0.6,2.1,1.5,no,no,50,55,29,33,21,Just Pass
male,5.1,0.7,3.7,1.3,no,no,8,49,100,87,94,Decent
male,8.3,7.2,4.5,4.4,no,no,1,83,5,19,71,Just Pass
female,8.3,1.3,3.4,0.6,yes,no,16,0,33,28,4,Worst
male,5.9,2.4,3.4,2.5,no,no,7,92,60,92,72,Decent
male,7.1,2.3,4.8,1.2,no,no,42,29,51,68,92,Decent
female,8.0,2.2,7.1,0.1,no,no,11,77,57,35,84,Decent
male,6.7,4.2,5.5,4.7,no,no,14,51,100,75,87,Decent
female,8.6,4.9,7.0,2.0,no,no,70,33,91,85,20,Decent
female,10.5,2.4,1.9,3.4,no,no,97,68,37,47,26,Decent
male,5.8,0.5,4.6,0.0,no,no,45,81,60,62,59,Decent
female,4.9,5.5,4.3,1.5,no,no,79,40,0,94,54,Decent
male,7.5,2.8,4.7,4.5,no,no,15,59,53,100,100,Decent
female,8.1,6.5,6.8,8.2,no,no,95,23,34,68,64,Decent
female,6.7,0.0,3.6,0.0,no,no,11,97,76,14,35,Just Pass
male,9.2,3.4,3.2,2.6,no,no,87,88,26,74,23,Decent
female,5.0,6.8,5.1,3.8,no,no,90,41,76,28,7,Just Pass
female,8.0,2.3,0.4,1.8,no,no,78,76,31,66,6,Decent
female,6.1,2.5,3.5,4.7,no,no,95,44,100,48,70,Nice
female,9.6,3.6,3.7,1.3,yes,no,41,58,29,56,2,Just Pass
female,10.0,1.9,2.2,3.3,no,no,34,59,91,44,93,Decent
male,5.9,2.4,6.1,2.0,no,no,73,55,71,100,68,Nice
female,6.2,2.3,1.9,5.4,no,no,56,18,100,26,99,Decent
male,8.3,1.7,3.7,1.6,no,no,6,100,80,12,48,Just Pass
female,6.4,5.5,4.6,2.3,no,no,47,83,72,78,59,Decent
male,6.9,3.9,6.7,4.9,no,no,80,94,41,55,67,Decent
male,7.0,3.5,4.0,0.9,no,no,0,29,49,45,97,Just Pass
female,4.1,4.6,5.9,3.1,no,no,65,31,32,96,82,Decent
female,7.0,2.5,5.4,0.0,no,no,66,58,2,59,60,Just Pass
female,6.0,1.5,4.2,0.8,no,no,19,88,75,70,64,Decent
male,6.3,1.8,1.8,3.8,no,no,52,100,32,10,33,Just Pass
female,9.2,3.0,1.1,1.0,no,no,93,23,36,64,70,Decent
male,5.1,0.9,4.2,1.9,no,no,97,69,37,47,100,Decent
male,8.2,2.0,2.9,4.0,no,no,52,83,30,57,23,Just Pass
male,6.6,2.0,5.8,1.8,no,no,43,31,15,89,72,Decent
female,6.6,7.2,5.5,4.6,no,no,16,44,37,56,55,Just Pass
female,8.2,0.0,3.6,3.4,no,no,18,33,23,100,100,Decent
male,7.5,2.6,1.7,3.9,no,no,36,76,61,86,7,Decent
male,7.9,6.5,5.0,5.5,no,no,100,93,8,79,20,Decent
female,8.5,3.2,2.0,3.6,no,no,100,92,99,63,8,Nice
male,6.5,4.5,2.5,6.1,no,no,91,77,100,51,26,Decent
female,6.1,3.2,2.0,4.8,no,no,44,43,39,14,79,Just Pass
male,5.4,1.7,3.7,2.0,no,no,21,73,33,8,20,Worst
female,5.8,0.0,6.3,5.6,no,no,85,100,36,30,88,Decent
male,11.4,3.4,4.0,3.5,no,no,72,70,98,100,94,Good
female,8.9,1.4,3.1,2.2,no,no,49,48,65,39,10,Just Pass
male,5.0,1.4,0.9,3.6,no,no,77,99,69,78,10,Decent
female,5.0,2.0,5.1,5.2,no,no,92,100,100,77,100,Excellent
female,7.7,6.5,2.4,3.9,no,no,77,87,90,56,66,Nice
male,7.8,7.8,4.2,6.6,no,no,56,96,88,63,20,Decent
male,7.8,3.4,3.3,5.2,no,no,91,51,89,42,42,Decent
female,6.6,2.1,5.7,4.0,no,no,17,100,100,100,100,Good
male,6.8,0.6,3.7,0.9,no,no,74,63,93,97,28,Nice
female,7.5,3.9,3.9,2.6,no,no,26,6,39,67,78,Just Pass
male,7.1,6.6,5.0,3.1,no,no,27,63,97,86,24,Decent
female,3.7,2.5,8.2,4.4,no,no,23,61,84,19,53,Just Pass
female,6.7,0.0,5.8,4.3,no,no,40,48,58,31,100,Decent
female,5.7,4.3,3.8,3.3,no,no,100,100,48,59,6,Decent
female,7.3,5.0,4.0,3.2,no,no,44,8,71,87,33,Just Pass
female,11.5,0.0,3.0,4.4,no,no,100,100,53,48,65,Nice
female,7.6,3.4,2.1,1.3,no,no,14,13,80,52,60,Just Pass
male,6.5,3.9,2.9,6.4,no,no,33,50,27,13,15,Worst
male,8.4,2.9,2.5,0.0,no,no,51,37,86,94,37,Decent
male,7.7,1.4,5.3,5.9,no,no,56,95,52,98,56,Nice
female,7.6,5.0,1.9,2.9,no,no,63,20,14,35,1,Worst
female,7.9,2.2,6.7,5.0,no,no,61,100,100,100,54,Good
female,10.1,0.0,5.5,3.7,no,no,100,93,42,28,100,Nice
female,5.3,0.0,4.0,3.7,no,no,60,95,100,63,44,Nice
male,7.7,5.5,4.0,4.1,no,no,61,14,33,9,62,Just Pass
male,5.6,4.2,2.9,4.6,yes,no,24,39,85,25,21,Just Pass
female,7.8,3.2,4.5,2.3,no,no,75,99,26,26,15,Just Pass
male,5.6,2.1,6.2,5.1,no,no,84,46,25,50,47,Decent
male,6.4,1.9,2.6,0.8,no,no,40,15,94,95,48,Decent
female,6.6,0.8,0.9,3.0,no,no,35,56,24,50,37,Just Pass
male,8.5,2.1,5.4,4.7,no,no,77,100,100,48,78,Nice
female,8.4,0.0,4.6,5.0,yes,no,100,54,88,70,100,Good
male,5.1,1.5,1.8,3.9,no,no,23,50,18,78,16,Just Pass
female,7.1,2.4,2.5,2.2,no,no,83,69,48,100,75,Nice
female,5.9,4.2,2.3,4.8,no,no,61,100,14,61,7,Just Pass
female,5.1,2.9,2.6,1.7,no,no,53,5,33,76,1,Just Pass
female,6.7,4.6,3.4,6.5,no,no,100,28,48,51,26,Decent
male,6.5,5.7,3.5,2.8,no,no,59,12,58,16,46,Just Pass
female,10.6,5.1,2.7,0.0,no,no,74,0,88,33,0,Just Pass
female,7.6,3.9,2.5,0.6,no,no,46,25,11,36,67,Just Pass
female,4.9,3.0,3.5,3.1,no,no,30,28,38,48,8,Worst
male,6.2,1.0,4.3,3.3,no,no,82,67,71,82,62,Nice
female,8.5,4.5,3.4,6.9,no,yes,81,21,6,29,56,Just Pass
male,10.1,6.4,6.3,0.9,no,no,80,36,67,91,19,Decent
female,4.6,3.7,5.0,3.1,no,no,24,99,45,100,62,Decent
male,4.2,6.8,0.8,0.9,no,no,14,0,77,35,9,Worst
male,9.8,0.0,5.0,2.0,no,no,64,51,75,68,34,Decent
female,7.6,0.7,5.2,6.4,no,no,82,50,61,65,100,Nice
male,5.7,4.7,3.1,0.7,no,no,14,49,66,30,28,Just Pass
female,7.8,3.5,1.0,4.2,no,no,28,78,88,100,86,Nice
female,3.0,5.6,4.0,3.8,no,yes,45,51,50,0,0,Worst
female,7.0,3.0,4.0,3.0,no,no,80,58,33,48,42,Decent
male,7.5,1.3,1.8,4.0,no,no,94,96,52,26,21,Decent
male,8.4,2.6,1.1,0.7,no,no,90,75,42,69,46,Decent
female,5.5,0.0,3.8,6.3,no,no,54,39,62,43,62,Decent
female,7.1,0.7,3.5,6.8,no,no,100,47,54,100,23,Decent
male,5.6,4.9,3.2,3.1,no,no,67,68,76,38,47,Decent
female,7.4,4.7,3.8,7.8,no,no,100,100,18,100,24,Decent
female,5.7,3.7,1.8,2.2,no,yes,2,12,4,73,58,Worst
female,6.4,0.0,3.1,3.8,no,no,42,38,30,93,65,Decent
male,5.5,2.3,5.1,5.9,no,no,89,100,31,81,88,Nice
male,8.0,0.6,3.3,2.1,no,no,100,28,36,23,91,Decent
male,8.3,5.4,0.7,0.2,no,no,70,57,64,81,0,Decent
female,6.6,1.8,3.1,0.0,no,no,72,3,96,77,33,Decent
female,7.1,0.8,1.9,7.1,no,no,60,23,73,50,24,Just Pass
female,4.8,3.1,4.5,1.9,no,no,74,48,36,49,7,Just Pass
male,6.6,1.7,4.6,2.6,no,no,90,75,92,16,13,Decent
female,6.9,6.0,0.7,0.8,no,no,63,2,0,53,35,Worst
female,10.9,1.5,5.5,4.9,no,no,86,95,28,31,64,Decent
female,5.3,0.2,1.8,1.4,no,no,10,18,40,71,12,Worst
female,9.2,0.0,7.1,2.0,no,no,81,69,60,83,42,Decent
male,8.5,2.9,3.9,3.6,no,no,56,39,88,41,33,Decent
male,7.4,1.9,1.5,0.9,no,no,96,75,92,94,29,Nice
female,9.6,0.1,1.7,2.6,no,no,70,90,63,87,74,Nice
male,7.6,5.4,4.7,5.8,no,no,70,16,59,59,79,Decent
male,7.6,4.3,3.2,3.9,no,no,100,24,26,96,38,Decent
female,6.9,2.9,3.8,3.3,no,no,17,97,53,93,86,Decent
female,8.8,5.7,7.2,3.4,no,no,33,47,98,75,47,Decent
male,8.6,4.3,2.6,2.2,no,no,64,46,38,14,51,Just Pass
female,6.1,1.4,4.1,7.0,no,no,54,39,44,72,37,Just Pass
male,5.0,0.9,6.8,1.4,no,no,46,100,45,98,35,Decent
female,6.7,4.6,4.5,3.4,no,no,94,97,56,65,77,Nice
male,5.8,3.8,0.8,3.2,no,no,58,1,60,55,98,Decent
female,6.9,3.3,5.0,5.0,no,no,24,69,57,100,84,Decent
male,8.9,1.3,1.7,5.2,no,no,45,100,89,15,19,Decent
male,6.3,4.2,6.8,2.9,no,no,15,51,66,9,22,Worst
male,6.9,1.5,2.4,3.6,no,no,65,53,76,99,54,Decent
female,7.1,2.8,9.9,3.7,no,no,35,55,100,21,91,Decent
male,8.3,5.9,6.9,0.0,no,no,80,0,81,28,11,Just Pass
male,3.6,1.7,2.4,0.0,no,no,50,72,13,85,68,Decent
female,6.1,0.0,4.0,1.8,no,no,16,56,73,80,66,Decent
female,7.3,0.9,5.5,1.9,no,no,41,64,82,75,88,Decent
male,8.8,5.0,5.6,0.6,no,no,58,22,11,62,52,Just Pass
male,6.3,3.5,4.9,4.5,no,no,45,90,96,43,72,Decent
female,4.2,2.7,6.5,3.0,no,no,59,87,26,61,32,Decent
female,7.9,2.0,3.8,2.6,no,no,98,63,87,70,80,Nice
female,6.0,4.0,3.3,0.5,no,no,31,86,12,26,80,Just Pass
female,5.2,1.3,3.3,2.9,no,no,43,21,84,89,97,Decent
female,6.1,3.6,5.7,0.0,no,no,80,77,13,31,1,Just Pass
male,6.7,1.5,4.7,2.7,no,no,42,66,48,18,73,Just Pass
female,6.1,1.2,4.6,3.1,no,no,20,36,27,33,100,Just Pass
male,3.7,1.7,5.6,3.5,no,no,27,22,36,49,67,Just Pass
male,8.3,2.2,0.0,0.0,no,no,88,24,92,84,11,Decent
male,8.9,2.9,4.6,3.4,no,no,100,94,19,50,96,Nice
female,8.0,3.5,4.4,0.9,no,no,22,78,40,8,26,Just Pass
male,5.3,0.0,7.3,1.4,no,no,70,79,82,34,19,Decent
male,6.7,1.4,0.9,4.4,no,no,24,20,20,65,54,Just Pass
female,7.0,2.2,7.1,7.0,no,no,93,100,36,43,36,Decent
male,7.9,6.0,4.2,3.1,no,no,18,30,14,6,11,Worst
male,8.0,0.8,5.0,1.4,no,no,13,69,73,80,55,Decent
female,5.9,3.3,7.4,3.4,no,no,95,93,100,91,74,Good
male,7.1,6.0,5.1,4.9,no,no,39,20,89,92,97,Decent
male,7.7,0.4,4.8,4.2,no,no,28,83,100,100,88,Nice
male,9.2,3.8,4.5,8.5,no,no,100,25,79,59,100,Nice
female,8.1,1.4,3.0,1.6,no,no,81,15,100,78,46,Decent
female,8.2,2.0,3.9,3.5,no,no,79,83,41,69,42,Decent
female,7.1,1.4,2.6,6.1,no,no,100,33,60,20,77,Decent
male,9.1,1.5,3.9,6.0,no,no,68,64,59,60,89,Decent
male,7.6,8.4,0.0,0.0,no,no,0,3,0,0,35,Worst
female,5.7,4.7,4.9,3.0,no,no,10,46,86,12,30,Just Pass
male,9.1,5.2,3.8,6.0,no,no,41,17,12,15,46,Worst
male,8.0,4.0,3.3,8.8,no,no,29,96,93,100,65,Nice
female,6.3,0.0,4.4,4.4,no,no,72,26,59,100,20,Decent
female,6.3,3.8,1.1,2.3,no,no,0,82,0,42,86,Just Pass
male,7.4,5.1,7.9,1.0,no,no,46,68,30,26,53,Just Pass
male,7.7,1.3,3.8,7.4,no,no,41,65,58,31,99,Decent
male,7.3,4.9,3.7,4.5,no,no,42,92,100,49,23,Decent
female,7.5,4.4,2.1,1.3,yes,no,48,0,47,41,36,Just Pass
female,9.5,6.7,4.0,2.6,yes,no,17,8,36,61,74,Just Pass
female,8.6,2.2,6.8,3.6,no,no,49,28,27,20,36,Worst
female,7.3,0.8,6.1,4.1,no,no,100,57,58,60,53,Decent
male,8.4,2.3,5.7,1.2,no,no,77,100,9,100,44,Decent
female,5.5,5.9,5.1,1.8,no,no,49,14,74,10,36,Just Pass
female,7.6,0.0,3.3,0.0,no,no,61,87,20,44,64,Decent
female,9.7,0.0,1.1,5.1,no,no,78,81,75,43,55,Decent
female,6.7,3.2,3.6,2.3,no,no,6,5,73,17,71,Just Pass
female,5.7,2.1,3.5,3.9,no,no,19,100,47,94,59,Decent
male,6.0,3.0,6.1,5.8,no,no,83,100,82,88,34,Nice
male,5.4,4.9,4.6,3.4,no,no,40,96,80,45,98,Nice
female,5.8,1.9,7.2,2.8,no,yes,0,39,7,25,12,Worst
male,6.4,0.0,6.4,3.4,no,no,48,41,79,100,75,Decent
female,4.9,7.1,3.1,3.1,no,no,8,34,68,4,1,Worst
female,7.0,1.0,0.4,5.5,no,no,100,75,49,28,100,Decent
male,8.4,0.9,6.8,3.6,no,no,38,55,34,100,100,Decent
male,5.6,5.2,6.7,1.9,no,no,16,72,30,83,38,Just Pass
female,9.3,2.2,1.3,5.1,no,no,73,90,100,88,23,Nice
female,7.8,2.9,7.0,5.5,no,no,71,39,54,81,95,Decent
female,8.5,4.0,4.8,0.3,no,no,55,38,8,27,24,Worst
male,6.0,5.2,4.3,6.1,yes,no,39,91,4,89,66,Decent
female,8.3,2.3,7.2,3.7,no,no,62,40,34,65,100,Decent
female,5.4,6.0,6.7,3.6,no,no,82,39,17,33,64,Just Pass
female,8.3,0.0,5.3,5.0,no,no,43,25,71,58,100,Decent
male,7.3,4.5,4.9,1.9,no,no,40,34,35,2,23,Worst
female,7.8,1.3,5.2,4.9,no,no,100,56,100,44,100,Nice
female,5.2,5.7,3.2,2.2,no,no,15,6,85,15,19,Worst
male,5.7,3.3,3.9,0.1,no,no,26,0,44,10,19,Worst
female,7.9,1.7,2.2,1.0,no,no,21,59,90,5,89,Decent
female,5.6,4.3,3.3,4.1,no,no,8,36,51,28,61,Just Pass
male,7.7,4.8,3.3,1.1,no,no,22,0,60,6,75,Worst
female,4.9,4.3,2.7,6.2,no,no,15,96,27,15,91,Just Pass
male,8.3,0.9,4.3,5.4,no,no,35,78,25,33,84,Decent
male,5.2,2.0,3.4,5.7,no,no,53,34,33,37,35,Just Pass
female,7.8,3.0,5.0,3.2,no,no,11,95,34,50,78,Decent
female,7.9,2.9,0.8,3.5,no,no,79,29,79,62,10,Decent
female,6.0,4.5,3.8,0.6,no,no,75,18,13,28,16,Worst
female,7.9,0.0,4.3,5.0,no,no,62,100,34,35,85,Decent
male,7.4,3.7,3.4,3.8,no,no,100,24,99,100,97,Good
female,6.2,2.4,3.7,4.1,no,no,78,98,79,62,88,Good
male,5.5,1.3,0.8,6.4,no,no,91,97,64,91,50,Nice
female,4.1,1.5,4.7,1.8,no,no,24,35,14,74,87,Just Pass
female,7.5,2.6,5.3,2.7,no,no,92,12,94,37,100,Decent
female,4.7,0.0,5.0,3.7,no,no,100,25,27,72,50,Decent
male,7.1,1.6,6.1,1.1,no,no,31,18,69,68,26,Just Pass
female,6.6,1.2,4.4,2.6,no,no,79,100,77,46,30,Decent
female,8.0,4.1,5.0,4.0,no,no,83,49,49,76,49,Decent
female,6.5,1.4,4.3,2.3,no,no,39,12,100,88,14,Decent
female,6.5,2.6,5.4,5.6,no,no,65,73,23,54,66,Decent
male,8.1,6.1,0.8,0.0,yes,no,0,0,51,0,43,Worst
female,7.5,5.0,2.2,5.2,no,no,23,29,61,40,59,Just Pass
male,7.5,4.8,7.2,4.3,no,no,17,27,72,22,100,Just Pass
male,7.7,2.0,0.0,1.9,no,no,56,76,98,15,46,Decent
male,4.7,4.1,3.7,1.2,no,no,59,0,55,33,0,Worst
male,8.1,2.5,6.3,0.0,no,no,94,46,82,23,50,Decent
male,7.9,2.6,3.8,1.4,no,no,57,11,18,96,95,Decent
male,5.5,3.8,3.2,5.1,no,no,36,65,90,75,19,Decent
female,6.6,1.8,4.3,2.9,no,no,15,44,86,61,32,Just Pass
male,6.9,6.0,3.3,5.3,no,no,93,7,100,5,76,Decent
male,6.8,2.7,4.1,1.8,no,no,51,50,97,14,33,Just Pass
male,7.5,4.2,2.6,4.4,no,no,79,63,27,84,82,Decent
female,9.1,5.9,6.2,1.6,no,no,0,23,45,37,40,Worst
female,8.6,5.1,6.8,1.1,no,yes,23,51,66,0,54,Just Pass
male,5.0,0.2,3.7,2.8,no,no,45,50,77,95,68,Decent
female,7.9,3.9,1.2,1.7,no,no,0,71,43,27,5,Worst
male,9.0,4.7,3.0,0.0,no,no,69,49,2,30,30,Just Pass
male,7.6,4.8,3.6,2.6,no,no,52,87,36,98,34,Decent
female,8.6,0.8,5.0,3.2,no,no,48,69,81,16,96,Decent
male,10.0,1.7,2.0,5.5,no,no,95,33,92,87,77,Nice
female,8.5,5.0,2.5,4.9,no,no,49,87,49,99,82,Nice
female,7.4,1.5,5.0,5.4,no,yes,0,72,0,0,31,Worst
male,8.6,2.4,5.9,4.4,no,no,100,100,79,100,85,Excellent
male,7.2,6.2,2.8,3.7,no,no,24,8,91,40,5,Just Pass
female,7.0,2.9,1.3,0.5,no,no,79,55,45,83,0,Decent
male,6.5,1.5,10.6,3.3,no,no,100,71,100,52,50,Nice
male,9.3,1.2,5.6,4.2,no,no,34,85,53,100,95,Nice
male,5.8,3.7,3.5,5.9,no,no,60,100,100,77,66,Nice
female,9.3,0.3,5.7,4.4,no,no,25,74,99,83,61,Decent
female,7.7,2.5,3.8,5.5,no,no,50,83,100,95,100,Good
male,4.9,3.7,5.7,0.9,no,no,74,35,80,44,50,Decent
female,7.6,5.6,4.3,2.3,no,no,22,28,31,24,60,Just Pass
female,3.8,4.3,4.2,3.9,no,no,13,35,92,28,100,Decent
female,7.9,1.6,3.8,5.3,no,no,67,20,83,50,69,Decent
female,8.3,5.4,1.1,2.7,no,no,49,24,12,57,74,Just Pass
female,6.1,2.4,7.9,2.8,no,no,81,31,18,97,55,Decent
male,7.2,0.5,2.1,4.4,no,no,90,60,51,64,18,Decent
